,Name,Total
13158,J. Labadie,183.0
13159,P. Kristensen,193.0
13160,D. Agyei,197.0
13161,N. Fofana,170.0
13162,A. Golec,151.0
13163,C. Pérez,148.0
13164,S. Hendrie,181.0
13165,J. Porsan-Clémenté,192.0
13166,F. Valenčič,185.0
13167,K. Marsh-Brown,196.0
13168,P. Retre,192.0
13169,G. Woods,173.0
13170,M. Konradsen,213.0
13171,R. Hardie,215.0
13172,S. Gronsveld,190.0
13173,L. Dodds,201.0
13174,M. Shabani,176.0
13175,J. McGlashan,230.0
13176,T. Soares,174.0
13177,S. Dawson,172.0
13178,T. Matsuura,199.0
13179,D. Pelivan,186.0
13180,B. Heneghan,137.0
13181,M. Agger,206.0
13182,B. Waters,221.0
13183,N. Delgadillo,207.0
13184,T. Campanini,184.0
13185,M. Raynov,172.0
13186,K. Larson,201.0
13187,A. Boupendza,178.0
13188,J. Hernández,199.0
13189,R. Mahazi,180.0
13190,S. Kurt,206.0
13191,I. Al Maghrabi,192.0
13192,G. Perrulli,203.0
13193,K. Memija,193.0
13194,S. McGinn,168.0
13195,Kim Keun Hoan,133.0
13196,M. Raynes,143.0
13197,C. Rocchia,193.0
13198,J. Dunne,184.0
13199,Hou Sen,155.0
13200,Min Junlin,192.0
13201,I. Escobar,219.0
13202,Pepê,184.0
13203,D. Johnson,173.0
13204,L. Gil,197.0
13205,B. Haunstrup,203.0
13206,Lee Dong Su,182.0
13207,Q. Bena,180.0
13208,H. Türkmen,150.0
13209,B. Kyere,162.0
13210,L. Pintor,199.0
13211,Eric García,174.0
13212,A. Solano,193.0
13213,C. Harold,221.0
13214,I. Gelios,146.0
13215,D. Kudła,162.0
13216,Lee Sang Ki,215.0
13217,W. Omsberg,149.0
13218,B. Schwarz,197.0
13219,R. Koczor,155.0
13220,T. Cicek,199.0
13221,A. Mehring,131.0
13222,M. Briceño,193.0
13223,P. Hellquist,200.0
13224,L. Dennis,217.0
13225,M. Baude,192.0
13226,L. Moneta,209.0
13227,S. Hyodo,212.0
13228,S. Økland,195.0
13229,L. Sapela,110.0
13230,J. Tell,177.0
13231,A. Altuna,177.0
13232,A. Rizzo,222.0
13233,L. Thomas,217.0
13234,R. Schlegel,133.0
13235,D. Montoya,189.0
13236,J. McNulty,
13237,J. Barrera,
13238,J. Stead,
13239,A. Semprini,
13240,R. Bingham,
13241,K. Dankowski,
13242,I. Colman,
13243,M. Feeney,
13244,R. Minor,
13245,Klauss,
13246,I. Sissoko,
13247,F. Hart,
13248,L. McCullough,
13249,Li Yunqiu,
13250,F. Garcia,
13251,R. Haemhouts,
13252,E. Binaku,
13253,G. Miller,
13254,A. Aidonis,
13255,L. Sowah,
13256,R. Deacon,
13257,Jang Hyun Soo,
13258,A. Al Malki,
13259,E. Guerrero,
13260,Hernáiz,
13261,H. Al Mansour,
13262,H. Paul,
13263,S. Bauer,
13264,M. Chergui,
13265,D. Gardner,
13266,L. Bengtsson,
13267,F. Jaramillo,
13268,L. Garguła,
13269,S. Rivera,
13270,Vinicius,
13271,F. Sepúlveda,
13272,L. Spence,
13273,B. Lepistu,
13274,A. Abruscia,
13275,E. González,
13276,M. Al Amri,
13277,J. Rebolledo,
13278,C. Mamengi,
13279,P. Mazzocchi,
13280,Y. Ammour,
13281,Jwa Joon Hyeop,
13282,O. Marrufo,
13283,Han Pengfei,
13284,Lee Min Gi,201.0
13285,C. Maloney,197.0
13286,A. Taylor-Sinclair,212.0
13287,R. Al Ebrahim,196.0
13288,B. Castrillon,206.0
13289,Kim Kyung Jung,212.0
13290,S. Cibois,123.0
13291,M. Hiller,129.0
13292,D. Kopacz,180.0
13293,H. Massengo,181.0
13294,Jo Jae Cheol,193.0
13295,M. Schimpelsberger,195.0
13296,M. Juel Andersen,150.0
13297,F. Cobos,184.0
13298,D. van der Heijden,182.0
13299,P. Soiri,184.0
13300,J. Yeboah,218.0
13301,M. Taylor,162.0
13302,O. Zawada,166.0
13303,L. Ndukwu,192.0
13304,M. Mudryk,221.0
13305,V. Belon,137.0
13306,Callejón,164.0
13307,R. Edwards,215.0
13308,A. Khrees,202.0
13309,O. Hawsawi,157.0
13310,M. Owusu,192.0
13311,L. Hurtado,207.0
13312,F. Ibargüen,181.0
13313,A. Boniotti,204.0
13314,Y. Kobayashi,184.0
13315,A. Porcino,199.0
13316,G. MacKenzie,129.0
13317,Pedro López,155.0
13318,J. Livolant,177.0
13319,D. Avdić,156.0
13320,Zhu Baojie,206.0
13321,P. Mingoia,223.0
13322,J. Hernández,179.0
13323,A. Poulsen,188.0
13324,C. Butcher,193.0
13325,S. Antonio,128.0
13326,D. Santa,189.0
13327,H. Ishige,207.0
13328,M. Woolford,181.0
13329,C. Højer Nielsen,197.0
13330,Yeo Seong Hae,144.0
13331,E. Ortega,183.0
13332,M. Fritz,166.0
13333,E. Valla Dønnem,177.0
13334,G. Asís,192.0
13335,L. Abdulahi,200.0
13336,N. Townsend,130.0
13337,J. Sinclair,207.0
13338,B. Al Mutairi,210.0
13339,Sillero,200.0
13340,A. Gryszkiewicz,188.0
13341,Jon Bakero,164.0
13342,Gao Di,192.0
13343,R. Charles-Cook,161.0
13344,Kim Do Hyung,207.0
13345,D. Mazzocco,185.0
13346,J. Koutroumbis,196.0
13347,J. Pretel,209.0
13348,Guerrero,184.0
13349,K. Nowak,226.0
13350,J. Kade,193.0
13351,W. Miller,196.0
13352,B. Šerbečić,154.0
13353,G. Fuentes,214.0
13354,J. Coppens,136.0
13355,L. Maniero,140.0
13356,S. Antonijevic,123.0
13357,J. Zwarts,194.0
13358,Sun Shilin,199.0
13359,L. Rodríguez,162.0
13360,R. Fergonzi,171.0
13361,M. Makasi,194.0
13362,A. Pelvas,199.0
13363,T. Rocha,190.0
13364,H. Suárez,191.0
13365,A. Oviedo,210.0
13366,M. Carraro,168.0
13367,Hugo Duro,171.0
13368,Cao Yang,138.0
13369,K. McHattie,195.0
13370,N. Pelaitay,181.0
13371,U. Torres,164.0
13372,Javi Mier,180.0
13373,D. Facchin,173.0
13374,J. Turnbull,178.0
13375,J. Manns,218.0
13376,D. Al Qarni,177.0
13377,D. Erdoğan,175.0
13378,J. Eiswohld,190.0
13379,K. Sarkodie,210.0
13380,B. Garmston,226.0
13381,M. Cubillos,210.0
13382,H. Cornick,208.0
13383,Ernest Forgás,144.0
13384,K. Appin,195.0
13385,Abenza,171.0
13386,D. Schütz,231.0
13387,H. Shaian,147.0
13388,Yun Sang Ho,165.0
13389,P. Caddis,179.0
13390,I. Diallo,182.0
13391,M. Sak,187.0
13392,C. Halkett,160.0
13393,S. Al Masrahi,133.0
13394,C. Ogbene,220.0
13395,C. Cisternas,187.0
13396,D. Sugimoto,96.0
13397,L. Lapoussin,202.0
13398,Nam Seung Woo,181.0
13399,C. Sibbald,209.0
13400,A. Sánchez,156.0
13401,Y. Tasaka,188.0
13402,N. Estévez,198.0
13403,T. Siedschlag,197.0
13404,D. Mullen,207.0
13405,C. Clements,194.0
13406,K. Wilson,207.0
13407,B. Kraev,202.0
13408,F. Baise,138.0
13409,D. Grubb,182.0
13410,K. Roos,137.0
13411,Longchang Lin,167.0
13412,A. Mosquera,176.0
13413,T. Yokoyama,156.0
13414,J. Segre,174.0
13415,M. O'Brien,185.0
13416,J. Clisby,195.0
13417,H. Anderson,220.0
13418,Kike,162.0
13419,C. Akas,177.0
13420,M. Thorbjörnsson,160.0
13421,A. Al Zubaidi,202.0
13422,M. Kühne,190.0
13423,T. Majrashi,208.0
13424,M. Ofkir,225.0
13425,A. Amaya,217.0
13426,Du Zhenyu,163.0
13427,C. Raglan,161.0
13428,D. Wright,207.0
13429,W. Pérez,201.0
13430,B. Utvik,165.0
13431,E. Torres,203.0
13432,A. Tabanelli,183.0
13433,A. Berzel,202.0
13434,J. Cranston,195.0
13435,C. Stefańczyk,192.0
13436,M. Gómez,195.0
13437,Fachendinho,175.0
13438,Y. van Osch,130.0
13439,Lin Chuangyi,202.0
13440,Yago,225.0
13441,S. van der Lei,137.0
13442,M. Austin,219.0
13443,W. Balikwisha,206.0
13444,M. Piątkowski,177.0
13445,H. Löfkvist,176.0
13446,B. N'Gala,146.0
13447,N. Gjorgjev,220.0
13448,I. Anthony,207.0
13449,J. Delétraz,202.0
13450,K. Junker,204.0
13451,F. Ortega,200.0
13452,Josep Martínez,108.0
13453,S. Barratt,188.0
13454,O. Rodas,206.0
13455,B. Lozano,207.0
13456,I. Wadji,222.0
13457,Liu Weidong,203.0
13458,B. Prokopič,192.0
13459,M. Gardawski,201.0
13460,T. King,130.0
13461,P. Sarr,209.0
13462,N. Bustos,202.0
13463,M. Bauer,212.0
13464,Javi Alonso,176.0
13465,H. Hosogai,191.0
13466,A. Iniestra,170.0
13467,N. Holland,220.0
13468,P. Nguinda,180.0
13469,K. Brünker,192.0
13470,A. Collin,137.0
13471,A. Al Shamekh,202.0
13472,R. Delaney,178.0
13473,K. Yamamoto,198.0
13474,S. Nakahara,192.0
13475,S. Ingolitsch,189.0
13476,L. D'Ath,206.0
13477,Tiagildo Serra,179.0
13478,S. Rasswalder,171.0
13479,J. Esquivel,198.0
13480,F. Baak,163.0
13481,Zhang Chiming,205.0
13482,R. Pillot,138.0
13483,S. Kavanagh,207.0
13484,S. Nattestad,157.0
13485,T. Broadbent,174.0
13486,M. Bottani,213.0
13487,Feng Zhuoyi,189.0
13488,A. Falch,145.0
13489,K. Ono,185.0
13490,H. Kawabe,199.0
13491,R. Rabeï,193.0
13492,D. Duarte,197.0
13493,R. Hutton,194.0
13494,J. Torres,207.0
13495,B. Bye,205.0
13496,J. Iritier,181.0
13497,P. López,193.0
13498,L. Salas,190.0
13499,L. Young,214.0
13500,D. Bachmann,159.0
13501,D. Olsson,198.0
13502,S. Nkansah,172.0
13503,R. Brewster,214.0
13504,V. Méndez,173.0
13505,M. Veloso,196.0
13506,Y. Arquin,193.0
13507,M. Jelavić,175.0
13508,A. Edathodika,180.0
13509,Luis Perea,172.0
13510,J. Villalba,201.0
13511,Perera,173.0
13512,E. Kane,190.0
13513,Carlitos,197.0
13514,B. Mwila,187.0
13515,S. Pittman,208.0
13516,E. Bajrami,186.0
13517,R. Duffy,131.0
13518,J. Karlström,191.0
13519,Li Tixiang,196.0
13520,L. Watkowiak,90.0
13521,O. Sangante,184.0
13522,G. Buckley,159.0
13523,K. Jakob,196.0
13524,Dani Sandoval,180.0
13525,D. Sosa,214.0
13526,S. Sprangler,185.0
13527,T. Schmidt,209.0
13528,I. Chenihi,181.0
13529,L. Shephard,189.0
13530,K. Dirks Riis,184.0
13531,N. Freeman,200.0
13532,B. Garratt,157.0
13533,H. White,212.0
13534,Sui Weijie,157.0
13535,S. Mvibudulu,197.0
13536,M. Degerlund,158.0
13537,M. Al Enazi,212.0
13538,J. Delem,197.0
13539,André Anderson,193.0
13540,F. Stritzel,119.0
13541,W. Al Anazi,190.0
13542,W. Jobello,194.0
13543,Luo Xin,186.0
13544,M. Green,214.0
13545,T. David,201.0
13546,A. Danek,196.0
13547,F. Mussa,214.0
13548,G. Bolger,178.0
13549,G. Glendon,181.0
13550,D. Caicedo,223.0
13551,D. Oduro,200.0
13552,M. Maphangule,172.0
13553,J. Sheehan,190.0
13554,Jesús Jiménez,186.0
13555,G. Traoré,172.0
13556,Lee Hyun Woong,195.0
13557,T. Drage,226.0
13558,L. Dajaku,184.0
13559,Y. Al Musallam,140.0
13560,Rayco,199.0
13561,Han Hee Hoon,175.0
13562,H. Muñoz,117.0
13563,B. Badiashile,148.0
13564,C. Porter,171.0
13565,R. Kitto,198.0
13566,N. Taravel,151.0
13567,Y. Verschaeren,201.0
13568,L. Wilkinson,174.0
13569,M. Osores,179.0
13570,M. Gueye,157.0
13571,I. Bermingham,201.0
13572,M. Demetriou,206.0
13573,N. McGinley,168.0
13574,N. Shipnoski,192.0
13575,J. Murray,172.0
13576,J. Mauersberger,97.0
13577,S. Ambri,202.0
13578,R. Sattelmaier,147.0
13579,H. Gjesdal,148.0
13580,Yang Shanping,164.0
13581,M. Pode,158.0
13582,N. Stierlin,168.0
13583,A. Startsev,213.0
13584,D. Petrovic,167.0
13585,C. Daniel,209.0
13586,J. Anderson,221.0
13587,Kim Sang Won,223.0
13588,O. Shenton,189.0
13589,N. Rinderknecht,190.0
13590,H. Al Habib,179.0
13591,J. Díaz,178.0
13592,N. Díaz,184.0
13593,J. Payne,184.0
13594,M. Pronichev,190.0
13595,A. Dadakdeniz,130.0
13596,Li Shuai,206.0
13597,V. Emmersón,148.0
13598,V. Mykolenko,186.0
13599,K. Çelik,197.0
13600,W. Pawłowski,130.0
13601,Du Jia,142.0
13602,J. Knight,148.0
13603,Samuel,175.0
13604,O. Palmer,169.0
13605,T. Thomas,179.0
13606,E. Sanhueza,146.0
13607,Y. Guzmán,211.0
13608,J. Schneider,205.0
13609,M. Albornoz,166.0
13610,F. Senninger,220.0
13611,E. Ćivić,209.0
13612,F. Crisanto,200.0
13613,J. Gerezgiher,213.0
13614,J. Hoffmann,208.0
13615,G. Alcalá,173.0
13616,A. Almendra,187.0
13617,A. Dźwigała,188.0
13618,A. Kenyon,187.0
13619,S. Friðjónsson,187.0
13620,F. Illarregui,217.0
13621,D. Butler,216.0
13622,J. Mosquera,193.0
13623,H. Özkan,196.0
13624,E. Hewitt,214.0
13625,Joan Sastre,181.0
13626,F. Russo,155.0
13627,J. Nuttall,197.0
13628,Hélton Carvalhal,137.0
13629,A. Rossipal,195.0
13630,Wang Shouting,167.0
13631,C. Montano,228.0
13632,A. Abang,190.0
13633,Seol Tae Soo,187.0
13634,M. Nalepa,197.0
13635,B. Kapacak,185.0
13636,M. Bülter,177.0
13637,M. Koné,161.0
13638,Bae Jae Woo,197.0
13639,O. Shaw,183.0
13640,M. van Kins,207.0
13641,N. Thaller,160.0
13642,Elbis,173.0
13643,Viti,166.0
13644,M. Kouhyar,205.0
13645,R. Sutton,163.0
13646,M. Cullen,196.0
13647,A. Kiwomya,219.0
13648,J. Sanchez,225.0
13649,F. Onyeka,210.0
13650,C. Krempicki,206.0
13651,Marc Vales,160.0
13652,F. Rodríguez,194.0
13653,I. Lučić,134.0
13654,B. Kukeli,169.0
13655,A. Fisher,191.0
13656,M. Rodriguez,198.0
13657,A. Dávila,160.0
13658,K. Mawatari,188.0
13659,D. Hernández,187.0
13660,Quinti,185.0
13661,I. Ljubić,183.0
13662,C. Arano,184.0
13663,F. Barceló,194.0
13664,K. Fukai,175.0
13665,H. Sy,189.0
13666,J. Odgaard,188.0
13667,T. Bunmathan,200.0
13668,M. Willsch,205.0
13669,L. Fomba,188.0
13670,C. Huérfano,210.0
13671,I. Govea,193.0
13672,B. Gladwin,187.0
13673,Huang Zhengyu,209.0
13674,A. Verdugo,194.0
13675,V. Slivka,161.0
13676,L. Kelly,118.0
13677,W. Hashimoto,196.0
13678,J. Broh Tonye,210.0
13679,A. Kanté,212.0
13680,S. Strand,204.0
13681,Vitinho,212.0
13682,F. Mayer,140.0
13683,B. Maguire,183.0
13684,G. Williams,213.0
13685,M. Håkansson,196.0
13686,F. Kohls,206.0
13687,L. Zidane,123.0
13688,Jeon Hyeon Chul,194.0
13689,J. Weir,200.0
13690,M. Rose,180.0
13691,B. Moore,218.0
13692,D. Mihailovic,180.0
13693,G. Zabret,136.0
13694,K. Al Kaabi,212.0
13695,J. Brown,202.0
13696,D. Rosende,176.0
13697,D. Baumgartner,181.0
13698,M. Pantović,183.0
13699,M. Goncalves,184.0
13700,J. Branger-Engone,183.0
13701,R. Renner,193.0
13702,R. Hatsuse,184.0
13703,Y. Tanaka,192.0
13704,R. Droehnle,149.0
13705,S. McCoulsky,218.0
13706,F. Dady Ngoy,225.0
13707,M. Dolan,198.0
13708,S. Jackson,216.0
13709,D. Oldaker,199.0
13710,R. Basque,192.0
13711,Javi Pérez,162.0
13712,C. Ogilvie,175.0
13713,Z. Elbouzedi,168.0
13714,P. Dárdai,209.0
13715,Prendes,191.0
13716,G. Ferrari,181.0
13717,M. Willock,200.0
13718,E. Riis Jakobsen,179.0
13719,S. Coulibaly,165.0
13720,M. Biamou,181.0
13721,D. Cardozo,211.0
13722,E. Seidou,190.0
13723,S. Ohlsson,171.0
13724,C. Woodman,187.0
13725,V. Leikvoll Moberg,183.0
13726,D. Johnson,215.0
13727,L. Öhman,152.0
13728,T. Morishima,191.0
13729,S. Cleveland,146.0
13730,U. Nissilä,206.0
13731,J. Thompson,226.0
13732,João Lopes,151.0
13733,Lee Jin Hyung,166.0
13734,C. Essers,179.0
13735,F. Franks,184.0
13736,J. Campbell-Ryce,211.0
13737,M. Etuin,185.0
13738,Jung San,150.0
13739,Liu Yu,176.0
13740,C. Hamilton,219.0
13741,I. McShane,203.0
13742,Y. Misao,207.0
13743,M. Pribula,193.0
13744,J. Grimes,184.0
13745,E. Nouri,203.0
13746,J. Murphy,131.0
13747,Martí Vilá,185.0
13748,K. Piedrahita,132.0
13749,Seo Young Jae,199.0
13750,Y. Songo'o,218.0
13751,Lang Zheng,167.0
13752,J. Matt,193.0
13753,J. Yates,198.0
13754,A. Baker,184.0
13755,I. Morales,192.0
13756,M. Verreth,200.0
13757,Zhu Ting,158.0
13758,E. Bajrami,207.0
13759,A. Mangan,211.0
13760,K. Baccus,216.0
13761,T. Antalyalı,175.0
13762,S. Takahashi,170.0
13763,A. Ramsdale,128.0
13764,S. Sørli,221.0
13765,Choi Hyun Tae,196.0
13766,Jefté,171.0
13767,G. Crociata,189.0
13768,V. Pinson,183.0
13769,D. Williams,182.0
13770,K. Lejeune,193.0
13771,D. Avounou,165.0
13772,S. Barreto,172.0
13773,T. Sawada,203.0
13774,T. Payne,190.0
13775,M. Yamane,194.0
13776,J. Dem,209.0
13777,Ba Dun,216.0
13778,A. Georgiou,190.0
13779,Álex Blanco,186.0
13780,J. Kotzke,192.0
13781,I. Varone,168.0
13782,J. Cejas,197.0
13783,T. Söderström,208.0
13784,Fran Serrano,136.0
13785,K. Fujimoto,189.0
13786,I. Moreno,180.0
13787,Lucas Rodrigues,183.0
13788,S. Slocombe,158.0
13789,J. Araya,191.0
13790,A. Palumbo,196.0
13791,J. Wehrmann,196.0
13792,R. Taillan,196.0
13793,C. Sabaly,209.0
13794,M. Phaeton,189.0
13795,P. Uscanga,219.0
13796,J. Konings,185.0
13797,A. Ndiaye,188.0
13798,A. Groiß,167.0
13799,C. Gameiro,202.0
13800,I. Buckley-Ricketts,222.0
13801,F. Ahumada,197.0
13802,A. Vaikla,114.0
13803,Kike,186.0
13804,A. Al Asmari,196.0
13805,A. Roldan,195.0
13806,D. Amankwaa,202.0
13807,S. Balić,199.0
13808,S. Griffin,192.0
13809,M. Sadílek,169.0
13810,G. Jansson,118.0
13811,C. Duffus,195.0
13812,F. Escales,90.0
13813,A. Silva Quiroga,173.0
13814,C. Humphreys-Grant,184.0
13815,N. Sakemoto,186.0
13816,G. Rodríguez,191.0
13817,J. Teze,202.0
13818,A. Tanaka,223.0
13819,H. Kyprianou,188.0
13820,S. Otsuki,198.0
13821,Y. Kimoto,178.0
13822,Baba Fernandes,147.0
13823,L. Walthert,141.0
13824,E. Ávila,163.0
13825,P. Puchegger,172.0
13826,Aarón,134.0
13827,B. Clarke,158.0
13828,L. Grorud,142.0
13829,J. Kitolano,211.0
13830,Zhang Yu,180.0
13831,O. Banks,179.0
13832,C. Ponce,183.0
13833,Abeledo,203.0
13834,A. McDonald,207.0
13835,J. Laurent,194.0
13836,K. Nakamura,208.0
13837,T. Davies,164.0
13838,W. Piñones,175.0
13839,A. Nouri,200.0
13840,A. Tideman,165.0
13841,H. Robstad,191.0
13842,K. Goden,183.0
13843,S. Al Shehri,188.0
13844,Alberto Redondo,175.0
13845,K. Shimura,105.0
13846,A. Connolly,189.0
13847,H. Davis,163.0
13848,M. Festa,138.0
13849,M. McGlinchey,211.0
13850,M. Siabanis,158.0
13851,Z. Ljubijankič,192.0
13852,Miguel Ángel,147.0
13853,R. Murray,222.0
13854,Y. Ma-Kalambay,140.0
13855,Borja Domingo,178.0
13856,Kim Geon Ung,182.0
13857,R. Sawakami,198.0
13858,E. Bwomono,211.0
13859,M. Erlic,146.0
13860,I. Osbourne,179.0
13861,R. Herrmann,192.0
13862,B. Al Seliteen,175.0
13863,H. Hauksson,191.0
13864,D. Gonzalez,144.0
13865,J. Verdugo,211.0
13866,A. Hasegawa,192.0
13867,J. Marulanda,198.0
13868,M. Vallecilla,203.0
13869,P. Choroba,195.0
13870,D. Guidi,174.0
13871,W. Decas,186.0
13872,M. Marić,122.0
13873,M. Tombakti,171.0
13874,A. Castro-Montes,203.0
13875,L. Hemmerich,193.0
13876,E. García,151.0
13877,L. Reddy,155.0
13878,G. Ávalos,164.0
13879,N. Sakurauchi,198.0
13880,H. Ndam,183.0
13881,Ricardo Friedrich,140.0
13882,Jeong Tae Wook,136.0
13883,M. Lode,183.0
13884,S. Rhein,185.0
13885,O. Karlsson,187.0
13886,F. Arkenberg,191.0
13887,D. Pérez,198.0
13888,Rubén Enri,174.0
13889,M. Simon,195.0
13890,P. Magnín,176.0
13891,A. Mostafa,207.0
13892,T. Aldred,129.0
13893,João Pereira,191.0
13894,F. Álvarez,187.0
13895,V. Gyökeres,177.0
13896,P. Beruatto,176.0
13897,E. Dahlin,133.0
13898,J. Papaleo,145.0
13899,D. Šarić,189.0
13900,T. Field,205.0
13901,D. Córdoba,167.0
13902,E. Figueroa,181.0
13903,J. Shea,118.0
13904,A. Al Nazera,183.0
13905,Zheng Kaimu,179.0
13906,S. Humphrys,191.0
13907,D. Sterling,194.0
13908,K. Michalak,213.0
13909,E. Ogude,201.0
13910,K. Kennedy,166.0
13911,C. Koca,195.0
13912,O. Balanta,198.0
13913,A. Karazor,169.0
13914,T. Doornbusch,109.0
13915,S. Polat,198.0
13916,A. Lassiter,210.0
13917,G. Miller,204.0
13918,C. Brittain,209.0
13919,J. Champness,194.0
13920,E. Jonassen Sætervik,205.0
13921,C. Kane,210.0
13922,M. Brouwer,115.0
13923,P. Maronilli,145.0
13924,M. Frankoch,190.0
13925,L. Bender,168.0
13926,A. Ildız,175.0
13927,A. Dabo,184.0
13928,S. Odey,216.0
13929,M. Zemzemi,201.0
13930,T. Takagi,188.0
13931,I. Cissé,202.0
13932,R. Kaib,207.0
13933,S. Adekoya,243.0
13934,F. Motori,206.0
13935,I. Diarra,208.0
13936,L. Price,151.0
13937,T. Socha,176.0
13938,V. Tankovskyi,198.0
13939,A. Adouyev,205.0
13940,I. Dresevic,167.0
13941,J. Devitt,211.0
13942,P. Maiorino,207.0
13943,Kim Ji Min,201.0
13944,S. Dooley,193.0
13945,B. White,157.0
13946,A. Sevinç,209.0
13947,P. Struijk,151.0
13948,J. Estrada,145.0
13949,M. Reuvers,185.0
13950,F. Pereyra,134.0
13951,S. Poulsen,182.0
13952,A. Cervantes,175.0
13953,I. Marega,153.0
13954,S. Czajkowski,200.0
13955,M. Insaurralde,198.0
13956,P. Heigre,128.0
13957,K. Garcia,143.0
13958,A. Edun,218.0
13959,S. Cordero,181.0
13960,J. Ramírez,117.0
13961,C. Jones,195.0
13962,A. Nabi,197.0
13963,D. Al Saeed,137.0
13964,B. Meredith,138.0
13965,L. Cole,229.0
13966,F. Medina,194.0
13967,D. Anyembe,215.0
13968,Meseguer,190.0
13969,C. Roberts,194.0
13970,O. Rommens,190.0
13971,J. Robinson,164.0
13972,B. Collins,130.0
13973,R. Torres,187.0
13974,J. Méndez,188.0
13975,W. Bracamonte,202.0
13976,I. Pedrelli,161.0
13977,Kim Jong Min,189.0
13978,E. Nolan,197.0
13979,M. Cortés,201.0
13980,R. Hunt,201.0
13981,C. Dyson,183.0
13982,P. O'Connor,154.0
13983,N. Beyer,150.0
13984,F. Gattoni,154.0
13985,J. Ayala,186.0
13986,Oh Se Hun,163.0
13987,A. Donkor,191.0
13988,S. Condé,143.0
13989,A. Nicholls,225.0
13990,H. Souttar,148.0
13991,Kim Min Tae,189.0
13992,E. Cicerelli,180.0
13993,T. Miller,187.0
13994,J. Trtovac,148.0
13995,J. Sterry,194.0
13996,H. Al Shuwaysh,158.0
13997,A. Andersson,204.0
13998,E. Sánchez,195.0
13999,J. Willock,192.0
14000,C. Wehan,180.0
14001,S. Kchouk,196.0
14002,M. Bridge,190.0
14003,Xu Xin,186.0
14004,M. Gallegos,173.0
14005,P. Kpozo,209.0
14006,K. Fila,192.0
14007,A. May,226.0
14008,Y. Akgün,204.0
14009,F. Buchacher,170.0
14010,C. Thompson,228.0
14011,E. Vignato,191.0
14012,F. Otárola,114.0
14013,N. Kikuchi,175.0
14014,B. Bingham,191.0
14015,N. Lemus,173.0
14016,J. Aros,177.0
14017,A. Sissako,197.0
14018,F. Sivetti,188.0
14019,Jorge Mier,198.0
14020,S. Schreck,199.0
14021,A. Dursun,189.0
14022,A. Ciss,206.0
14023,F. Al Shammari,116.0
14024,Raúl Vallejo,192.0
14025,J. Ščuk,207.0
14026,G. Postma,171.0
14027,M. Sejmenovic,152.0
14028,Jiang Jihong,164.0
14029,Y. Valery,185.0
14030,L. Marseiler,212.0
14031,C. Kouan,183.0
14032,J. Łukowski,222.0
14033,C. Harries,166.0
14034,P. Knechtel,177.0
14035,R. Lopes,145.0
14036,N. Phillips,150.0
14037,W. Hesl,139.0
14038,S. Mohlin,138.0
14039,M. Ošs,154.0
14040,N. Mohammad,204.0
14041,J. Ruffels,192.0
14042,G. Smith,173.0
14043,S. Bennett,139.0
14044,D. Frieser,197.0
14045,J. Burkardt,196.0
14046,A. Lupu,183.0
14047,Wang Jinxian,214.0
14048,A. Maziero,175.0
14049,K. Moreno,160.0
14050,Jose,164.0
14051,Eliseo Falcón,139.0
14052,S. Ramizi,176.0
14053,J. Flannigan,171.0
14054,P. Halder,175.0
14055,H. Adıgüzel,199.0
14056,S. Strømnes,165.0
14057,K. Pestka,200.0
14058,M. Kolar,173.0
14059,F. Brügmann,185.0
14060,B. Urbański,190.0
14061,M. Schüler,172.0
14062,P. Erhardt,173.0
14063,V. Sköld,192.0
14064,K. Knoyle,209.0
14065,J. Torres,210.0
14066,J. Coustrain,204.0
14067,W. Mosquera,133.0
14068,M. Chouiar,186.0
14069,B. Héry,209.0
14070,A. Nilsson,202.0
14071,B. Figueroa,184.0
14072,R. de la Rosa,186.0
14073,M. Sagnan,159.0
14074,Z. Bakayogo,195.0
14075,N. Barona,205.0
14076,J. Sierra,179.0
14077,A. Ryczkowski,203.0
14078,L. Jonsson,131.0
14079,C. Reppesgård,182.0
14080,B. Allain,113.0
14081,M. Uusitalo,126.0
14082,T. Alarcón,192.0
14083,J. Chianese,190.0
14084,K. Howkins,180.0
14085,B. Galindo,141.0
14086,I. Minchev,188.0
14087,A. Zekaj,177.0
14088,T. Vaiho,126.0
14089,L. Sotomayor,132.0
14090,B. Kennedy,212.0
14091,N. Baxter,110.0
14092,E. Rueda,196.0
14093,R. Hepburn-Murphy,198.0
14094,K. Gipson,198.0
14095,I. Hajtić,149.0
14096,J. Vollert,172.0
14097,K. Zapolnik,190.0
14098,G. Gül,187.0
14099,S. Klaas,199.0
14100,C. O'Malley,130.0
14101,F. Al Aiyaf,213.0
14102,L. Mosevich,143.0
14103,R. Porteous,153.0
14104,H. Mörschel,180.0
14105,G. Sağlam,203.0
14106,B. Bödvarsson,191.0
14107,F. Geisler,231.0
14108,G. Omotayo,176.0
14109,D. Rogers,128.0
14110,A. Zendejas,124.0
14111,T. Chorý,159.0
14112,J. Vázquez,210.0
14113,Yun Ju Tae,219.0
14114,T. Masuda,103.0
14115,L. Lauberbach,184.0
14116,Y. Clementia,133.0
14117,D. Orlishausen,130.0
14118,D. Whitaker,189.0
14119,A. Khormi,241.0
14120,L. Marić,166.0
14121,F. Benko,189.0
14122,Liu Zhenli,160.0
14123,M. Piccinocchi,199.0
